customer_id,first_name,last_name,email,phone,signup_date,city,region,customer_type
CUST-0045,Elijah,Wright,elijah.wright75@icloud.com,075576518935,2021-05-04,Reading,England,premium
CUST-0046,  Sandra ,Turner,sandra.turner50@hotmail.com,+44 7779 911 3492,2022-07-24,London,England,wholesale
CUST-0047,Christopher,Turner,christopher.turner44@outlook.com,+44 7738 809 7512,2021-04-25,Newcastle,England,regular
CUST-0048,Barbara,Edwards,barbara.edwards57@gmail.com,071291476314,2022-04-23,Reading,England,wholesale
CUST-0049,Nancy,Perez,nancy.perez64@yahoo.co.uk,075727535161,2021-12-08,Reading,England,premium
CUST-0050,Aiden,Allen,aiden.allen14@hotmail.com,+44-7381-108-1803,2021-08-09,Glasgow,Scotland,wholesale
CUST-0051,Amanda,Lewis,amanda.lewis81@yahoo.co.uk,07134-693-6977,2022-04-30,Liverpool,England,regular
CUST-0052,Thomas,Campbell,thomas.campbell62@outlook.com,07177-244-4696,2022-03-19,London,England,premium
CUST-0053,Henry,Thomas,henry.thomas49@icloud.com,+44-7724-326-2035,2021-09-10,Brighton,England,regular
CUST-0054,Sarah,Garcia,sarah.garcia31@gmail.com,+44-7524-770-2622,2021-07-26,Manchester,England,wholesale
CUST-0055,Melissa,Ramirez,melissa.ramirez88@gmail.com,+44 7476 657 6876,2021-11-14,Glasgow,Scotland,regular
CUST-0056,Jack,Clark,jack.clark30@yahoo.co.uk,079077101046,2024-11-09,London,England,regular
CUST-0057,Mary,Rivera,mary.rivera34@yahoo.co.uk,+44-7625-707-2786,2023-06-13,Manchester,England,wholesale
CUST-0058,Benjamin,Hill,benjamin.hill52@hotmail.com,076028298267,2023-07-20,Reading,England,wholesale
CUST-0059,Michelle,Carter,michelle.carter56@icloud.com,+44-7523-447-8430,2020-07-13,Sheffield,England,premium
CUST-0060,Kenneth,Allen,kenneth.allen12@gmail.com,+44 7951 187 2527,2024-11-24,Brighton,England,wholesale
CUST-0061,Michael,Torres,michael.torres20@yahoo.co.uk,079672106736,2024-09-26,York,England,wholesale
CUST-0062,Noah,Brown,noah.brown24@gmail.com,+44 7379 819 6062,2023-07-20,London,England,regular
CUST-0063,Shirley,Ramirez,shirley.ramirez93@outlook.com,+44-7790-183-5458,2022-09-21,Leicester,England,premium
CUST-0064,Rebecca,Wright,rebecca.wright37@gmail.com,076397836053,2021-03-08,Bristol,England,premium
CUST-0065,Emily,Adams,emily.adams49@yahoo.co.uk,+44 7645 820 4770,2023-03-25,Brighton,England,wholesale
CUST-0066,Stephanie,Parker,stephanie.parker80@yahoo.co.uk,07349-546-7560,2021-03-29,Sheffield,England,regular
CUST-0067,Elizabeth,Anderson,elizabeth.anderson94@outlook.com,073412053399,2023-07-10,Cambridge,England,premium
CUST-0068,Jack,Morris,jack.morris42@icloud.com,07580-552-5961,2021-09-27,Oxford,England,premium
CUST-0069,John,Davis,john.davis79@gmail.com,075736941672,2022-07-11,Leeds,England,premium
CUST-0070,  William ,Thompson,william.thompson67@icloud.com,07518-893-6543,2020-07-12,York,England,wholesale
CUST-0071,Deborah,Torres,deborah.torres20@icloud.com,07232-709-2388,2023-10-04,Bath,England,regular
CUST-0072,  Aiden ,Campbell,aiden.campbell99@outlook.com,+44 7597 296 4711,2024-11-29,Leicester,England,regular
CUST-0073,Liam,Carter,liam.carter22@icloud.com,075204734891,2021-09-25,Cambridge,England,regular
CUST-0074,Melissa,Stewart,melissa.stewart54@icloud.com,+44 7265 936 4271,2022-11-22,Leeds,England,premium
CUST-0075,William,Lee,william.lee12@hotmail.com,+44 7327 936 8391,2020-02-27,Sheffield,England,regular
CUST-0076,Kevin,Jackson,kevin.jackson98@yahoo.co.uk,+44-7955-253-9991,2021-08-13,Glasgow,Scotland,premium
CUST-0077,Jessica,Miller,jessica.miller15@gmail.com,07688-347-3352,2022-05-03,Liverpool,England,wholesale
CUST-0078,William,Campbell,william.campbell71@icloud.com,07482-359-1266,2023-09-07,Leeds,England,wholesale
CUST-0079,  Kevin ,Moore,kevin.moore88@yahoo.co.uk,+44 7575 812 8840,2024-12-19,Manchester,England,premium
CUST-0080,Donna,Phillips,donna.phillips37@yahoo.co.uk,+44-7547-509-8204,2021-01-17,Cambridge,England,wholesale
CUST-0081,Amy,Mitchell,amy.mitchell11@hotmail.com,+44-7776-402-6021,2022-05-22,Liverpool,England,wholesale
CUST-0082,Lucas,Hall,lucas.hall56@icloud.com,+44 7381 754 1939,2021-04-28,Nottingham,England,premium
CUST-0083,Deborah,Jones,deborah.jones57@outlook.com,076424757521,2022-03-03,York,England,regular
CUST-0084,Dorothy,King,dorothy.king26@hotmail.com,07189-929-6236,2024-10-09,Liverpool,England,wholesale
CUST-0085,Daniel,Campbell,daniel.campbell31@yahoo.co.uk,07578-922-3126,2024-01-08,Cambridge,England,wholesale
CUST-0086,Ethan,Turner,ethan.turner58@gmail.com,+44 7577 796 9476,2021-09-14,Liverpool,England,regular
CUST-0087,Michelle,Lewis,michelle.lewis33@gmail.com,072287405961,2023-07-02,Leicester,England,premium
CUST-0088,Jack,Garcia,,07732-754-1496,2021-09-10,Cambridge,England,regular
CUST-0089,Stephanie,Hill,stephanie.hill62@hotmail.com,+44-7851-981-6658,2022-01-28,Bath,England,wholesale
CUST-0090,Susan,Green,susan.green13@yahoo.co.uk,079847307850,2022-10-17,Bath,England,premium
CUST-0091,Amy,Flores,amy.flores31@hotmail.com,+44 7320 697 6781,2024-12-12,Cardiff,Wales,wholesale
CUST-0092,George,Evans,george.evans47@yahoo.co.uk,074956168378,2022-03-17,Nottingham,England,premium
CUST-0093,Brenda,Campbell,brenda.campbell6@icloud.com,07631-567-3440,2021-10-14,Liverpool,England,premium
CUST-0094,Noah,Hill,noah.hill91@hotmail.com,+44 7676 406 8780,2021-06-27,Reading,England,wholesale
CUST-0095,Sandra,Miller,sandra.miller49@icloud.com,+44-7421-528-3481,2022-04-20,Bath,England,wholesale
CUST-0096,Logan,Davis,logan.davis68@hotmail.com,075706456608,2021-09-03,Glasgow,Scotland,premium
CUST-0097,Andrew,Clark,andrew.clark93@icloud.com,07488-504-6654,2024-01-02,Birmingham,England,premium
CUST-0098,Lucas,Allen,lucas.allen72@outlook.com,+44 7812 378 3249,2021-11-07,Cambridge,England,regular
CUST-0099,Sarah,Smith,sarah.smith62@hotmail.com,074283921969,2024-09-11,Liverpool,England,regular
CUST-0100,Oliver,Cooper,oliver.cooper5@outlook.com,+44-7605-237-9261,2024-07-14,Leeds,England,premium
CUST-0101,Charles,Murphy,charlesmurphyATgmail.com,07279-725-7643,2023-10-02,Leeds,England,regular
CUST-0102,Sarah,Morgan,sarah.morgan58@yahoo.co.uk,+44 7871 373 6400,2020-11-23,Southampton,England,wholesale
CUST-0103,Elijah,Flores,elijah.flores79@outlook.com,+44-7525-818-9998,2024-06-30,Edinburgh,Scotland,regular
CUST-0104,Liam,Hernandez,liam.hernandez15@icloud.com,+44 7163 948 9972,2024-01-08,Reading,England,premium
CUST-0105,Barbara,Morris,barbara.morris73@hotmail.com,077889266049,2020-04-02,Brighton,England,premium
CUST-0106,David,Davis,david.davis37@gmail.com,+44 7518 284 3218,2023-09-17,York,England,regular
CUST-0107,Brian,Thomas,brian.thomas1@yahoo.co.uk,+44-7943-335-5055,2021-07-18,Edinburgh,Scotland,wholesale
CUST-0108,Joseph,Jones,joseph.jones31@gmail.com,+44-7350-858-1724,2023-01-10,Edinburgh,Scotland,regular
CUST-0109,Sarah,Nguyen,sarah.nguyen77@icloud.com,+44 7891 788 6253,2023-04-26,Liverpool,England,wholesale
CUST-0110,  Aiden ,Cooper,aiden.cooper68@hotmail.com,07485-288-9813,2020-10-22,Oxford,England,regular
CUST-0111,Brenda,Turner,brenda.turner33@yahoo.co.uk,+44 7308 438 2295,2021-01-20,Reading,England,wholesale
CUST-0112,Brenda,Ramirez,brenda.ramirez28@gmail.com,07348-812-4350,2022-12-28,Nottingham,England,premium
CUST-0113,Dorothy,Campbell,dorothy.campbell98@hotmail.com,07146-676-4625,2023-04-11,Reading,England,wholesale
CUST-0114,Rebecca,Nguyen,rebecca.nguyen64@yahoo.co.uk,073638819005,2023-01-24,Cambridge,England,regular
CUST-0115,Anna,Davis,anna.davis98@gmail.com,+44-7109-323-9285,2023-06-19,Leicester,England,premium
CUST-0116,  Alexander ,Williams,alexanderwilliamsATgmail.com,+44 7642 839 5501,2021-05-08,Edinburgh,Scotland,wholesale
CUST-0117,Shirley,Allen,shirley.allen52@outlook.com,+44 7570 678 4984,2022-02-11,York,England,premium
CUST-0118,Linda,Johnson,linda.johnson73@outlook.com,07988-808-8790,2023-02-28,Manchester,England,regular
CUST-0119,Kenneth,Williams,kenneth.williams10@hotmail.com,+44 7406 266 4939,2021-12-09,Manchester,England,regular
CUST-0120,Sharon,Robinson,sharon.robinson51@icloud.com,077493798381,2023-09-15,Southampton,England,regular
CUST-0121,Helen,Nguyen,helen.nguyen49@yahoo.co.uk,07469-209-2499,2020-07-28,Bristol,England,regular
CUST-0122,Nancy,Edwards,nancy.edwards12@gmail.com,+44 7462 667 2524,2023-02-19,Glasgow,Scotland,wholesale
CUST-0123,Benjamin,Perez,benjamin.perez64@outlook.com,+44-7469-357-5040,2021-02-04,Oxford,England,regular
CUST-0124,  Sarah ,Hill,sarah.hill43@hotmail.com,+44-7590-421-3910,2021-08-19,Cambridge,England,wholesale
CUST-0125,Ashley,Adams,ashley.adams73@gmail.com,+44 7304 706 9939,2024-06-17,Brighton,England,wholesale
CUST-0126,Amy,Moore,amy.moore49@hotmail.com,+44 7175 559 8851,2021-05-23,Nottingham,England,regular
CUST-0127,Noah,Garcia,noah.garcia56@outlook.com,+44-7556-483-7408,2023-04-20,Bath,England,regular
CUST-0128,Brian,Brown,brian.brown15@gmail.com,+44-7633-594-6706,2024-01-18,Oxford,England,premium
CUST-0129,  David ,Hill,davidhillATgmail.com,07858-349-9454,2022-08-04,Glasgow,Scotland,premium
CUST-0130,Nancy,White,nancywhiteATgmail.com,+44 7728 302 8365,2023-01-04,Liverpool,England,premium
CUST-0131,Michelle,Sanchez,michelle.sanchez82@icloud.com,+44 7420 711 7367,2021-10-03,Leeds,England,regular
CUST-0132,Donna,Anderson,donna.anderson77@hotmail.com,07750-650-3838,2021-10-06,Oxford,England,wholesale
CUST-0133,Michael,Rivera,michael.rivera72@hotmail.com,+44 7617 768 9109,2021-03-27,Newcastle,England,regular
CUST-0134,Kimberly,Lewis,kimberly.lewis71@hotmail.com,+44-7942-874-1681,2022-05-20,Leeds,England,wholesale
CUST-0135,Ashley,Hill,,+44-7314-930-6744,2020-10-12,Edinburgh,Scotland,regular
CUST-0136,Linda,Hall,linda.hall38@outlook.com,077959342560,2023-12-27,Sheffield,England,regular
CUST-0137,Oliver,Peterson,oliver.peterson58@hotmail.com,+44 7177 748 2525,2024-09-30,Birmingham,England,wholesale
CUST-0138,Mason,Rivera,mason.rivera28@hotmail.com,07660-691-3139,2024-04-10,Manchester,England,regular
CUST-0139,  Richard ,Murphy,richard.murphy1@hotmail.com,07995-997-5489,2023-09-22,Liverpool,England,regular
CUST-0140,Oliver,Flores,oliver.flores91@gmail.com,+44 7197 101 4496,2024-07-31,Leeds,England,premium
CUST-0141,Thomas,Morgan,thomas.morgan14@gmail.com,072404913181,2024-01-19,Edinburgh,Scotland,wholesale
CUST-0142,Karen,Turner,karen.turner18@gmail.com,074595396152,2023-05-13,Leicester,England,premium
CUST-0143,Patricia,Hill,patricia.hill38@hotmail.com,07346-611-2163,2024-10-28,Reading,England,premium
CUST-0144,George,Thompson,george.thompson76@gmail.com,+44-7393-743-9209,2022-04-03,Birmingham,England,wholesale
CUST-0145,Henry,Martin,henry.martin20@yahoo.co.uk,+44 7649 434 7401,2022-06-08,Leeds,England,premium
CUST-0146,Noah,Davis,noah.davis2@gmail.com,07635-629-5247,2020-08-29,London,England,premium
CUST-0147,Aiden,Wright,aiden.wright64@gmail.com,071566113734,2020-01-06,Manchester,England,regular
CUST-0148,Ashley,Garcia,ashley.garcia71@gmail.com,07526-837-6241,2023-10-10,Manchester,England,regular
CUST-0149,Mark,Garcia,mark.garcia40@outlook.com,+44-7857-737-4974,2022-10-07,Edinburgh,Scotland,wholesale
CUST-0150,Anna,Young,annayoungATgmail.com,074431017164,2020-05-02,Bristol,England,wholesale
CUST-0151,  Kimberly ,Lopez,kimberly.lopez90@hotmail.com,+44-7176-706-2020,2020-09-24,Glasgow,Scotland,premium
CUST-0152,Dorothy,Green,dorothy.green41@outlook.com,+44-7259-208-3693,2022-04-12,Leeds,England,wholesale
CUST-0153,Amanda,Clark,amanda.clark21@gmail.com,07320-955-6370,2020-04-10,Newcastle,England,premium
CUST-0154,Daniel,Brown,daniel.brown32@icloud.com,079239123290,2022-03-31,Nottingham,England,wholesale
CUST-0155,William,King,william.king83@yahoo.co.uk,+44-7151-272-8096,2022-02-22,Brighton,England,regular
CUST-0156,Amanda,Ramirez,amanda.ramirez5@yahoo.co.uk,+44-7162-189-5583,2021-02-12,Bath,England,regular
CUST-0157,Anna,Williams,anna.williams63@icloud.com,07284-126-6224,2022-08-24,Bath,England,premium
CUST-0158,Owen,Robinson,owen.robinson69@outlook.com,07463-959-3846,2020-02-27,Nottingham,England,wholesale
CUST-0159,Jack,Jackson,jack.jackson70@hotmail.com,+44 7416 279 9035,2023-06-11,Edinburgh,Scotland,regular
CUST-0160,Carol,Thompson,carol.thompson19@gmail.com,+44 7700 821 3320,2021-10-22,Bristol,England,regular
CUST-0161,Sharon,Peterson,sharon.peterson46@icloud.com,+44 7328 781 3872,2021-10-13,Leicester,England,regular
CUST-0162,Jack,Wilson,jack.wilson45@yahoo.co.uk,07557-111-5345,2020-08-09,London,England,regular
CUST-0163,Deborah,Stewart,deborah.stewart49@hotmail.com,+44 7459 659 7149,2021-10-14,Cardiff,Wales,regular
CUST-0164,Elizabeth,Baker,elizabeth.baker12@icloud.com,07769-268-8113,2021-01-24,Brighton,England,wholesale
CUST-0165,Sebastian,King,sebastian.king74@hotmail.com,072571556911,2021-02-27,Liverpool,England,wholesale
CUST-0166,Emily,Hernandez,emily.hernandez63@hotmail.com,+44 7776 371 2493,2022-08-10,Cardiff,Wales,regular
CUST-0167,Paul,Davis,paul.davis70@outlook.com,076661627342,2020-06-10,Southampton,England,wholesale
CUST-0168,John,Jackson,john.jackson28@yahoo.co.uk,07799-545-4308,2024-01-29,Birmingham,England,regular
CUST-0169,Deborah,Phillips,deborah.phillips90@gmail.com,+44 7738 701 9561,2020-07-25,Newcastle,England,wholesale
CUST-0170,Brian,Turner,brian.turner5@hotmail.com,+44-7807-343-1807,2022-02-01,London,England,premium
CUST-0171,Joshua,Flores,joshua.flores30@gmail.com,078929456257,2024-08-14,Brighton,England,wholesale
CUST-0172,Alexander,Mitchell,alexander.mitchell91@outlook.com,+44 7618 513 3222,2022-07-23,Manchester,England,premium
CUST-0173,Betty,Scott,betty.scott88@gmail.com,07281-991-8775,2021-06-13,Birmingham,England,premium
CUST-0174,  Patricia ,Roberts,patricia.roberts29@yahoo.co.uk,+44 7762 330 4387,2023-05-30,Newcastle,England,wholesale
CUST-0175,Kimberly,Collins,kimberly.collins60@yahoo.co.uk,07698-204-1120,2020-08-09,Cambridge,England,regular
CUST-0176,Carol,Scott,carol.scott25@outlook.com,07776-427-3292,2022-05-07,Southampton,England,premium
CUST-0177,John,Harris,john.harris86@hotmail.com,079652743967,2021-11-18,Birmingham,England,regular
CUST-0178,Amanda,Lewis,amanda.lewis48@outlook.com,+44 7366 699 5817,2022-02-20,Bath,England,premium
CUST-0179,Ethan,Miller,ethan.miller53@outlook.com,07897-182-8988,2020-01-10,Oxford,England,premium
CUST-0180,Anthony,Perez,anthony.perez17@gmail.com,+44 7729 544 8035,2024-03-30,Bath,England,regular
CUST-0181,Robert,Smith,robert.smith40@outlook.com,07271-166-1749,2023-11-07,Bristol,England,premium
CUST-0182,Alexander,Rivera,alexander.rivera3@hotmail.com,+44-7226-475-1612,2021-06-07,York,England,wholesale
CUST-0183,Michael,Miller,michaelmillerATgmail.com,+44 7806 218 7828,2023-09-17,Leeds,England,wholesale
CUST-0184,Benjamin,Wright,benjamin.wright66@gmail.com,073892162741,2022-04-19,Newcastle,England,regular
CUST-0185,Jennifer,Cooper,jennifer.cooper1@yahoo.co.uk,07252-192-9383,2022-07-24,Newcastle,England,premium
CUST-0186,Cynthia,Miller,cynthia.miller47@outlook.com,075368562898,2022-06-15,Leicester,England,premium
CUST-0187,Barbara,Mitchell,barbara.mitchell35@hotmail.com,+44-7964-263-2699,2022-09-15,Reading,England,wholesale
CUST-0188,Lucas,White,lucas.white62@yahoo.co.uk,075511472037,2023-10-03,Sheffield,England,wholesale
CUST-0189,Benjamin,Gonzalez,benjamin.gonzalez20@hotmail.com,+44 7959 946 1894,2021-10-18,Glasgow,Scotland,premium
CUST-0190,Kimberly,Miller,kimberly.miller11@yahoo.co.uk,+44 7570 554 8341,2020-03-14,York,England,wholesale
CUST-0191,James,Lopez,james.lopez72@icloud.com,07936-328-8445,2020-08-21,Leeds,England,wholesale
CUST-0192,Mark,Smith,mark.smith71@outlook.com,071462689067,2024-10-11,Southampton,England,regular
CUST-0193,Mason,Harris,mason.harris16@icloud.com,+44-7643-853-1795,2022-09-16,Bath,England,regular
CUST-0194,Owen,Thompson,owen.thompson78@icloud.com,075287235067,2023-12-04,Bath,England,premium
CUST-0195,Sebastian,Green,sebastian.green27@yahoo.co.uk,+44 7739 831 5760,2023-02-25,Cambridge,England,wholesale
CUST-0196,Pamela,Parker,pamela.parker2@hotmail.com,07786-157-4275,2020-10-26,Manchester,England,wholesale
CUST-0197,Emily,Clark,,+44 7933 563 2679,2022-03-04,Brighton,England,wholesale
CUST-0198,  Kenneth ,Miller,kenneth.miller29@hotmail.com,07856-717-4218,2023-10-30,Birmingham,England,regular
CUST-0199,Daniel,Thomas,daniel.thomas21@yahoo.co.uk,07826-258-1654,2023-03-18,York,England,premium
CUST-0200,Elizabeth,Green,elizabeth.green21@icloud.com,075131946724,2023-06-20,Bath,England,premium
CUST-0201,Brenda,Johnson,brenda.johnson80@icloud.com,07495-362-9851,2022-11-07,Oxford,England,premium
CUST-0202,Jennifer,Nguyen,jennifer.nguyen22@gmail.com,+44 7891 650 9736,2024-08-24,Brighton,England,wholesale
CUST-0203,  Elizabeth ,Martin,elizabeth.martin7@gmail.com,+44-7561-745-7626,2022-03-08,Leeds,England,wholesale
CUST-0204,James,Rodriguez,james.rodriguez46@gmail.com,+44-7883-548-7249,2020-03-04,Cambridge,England,regular
CUST-0205,Henry,Lewis,henry.lewis38@icloud.com,+44-7226-142-1082,2020-06-23,Newcastle,England,regular
CUST-0206,Brian,Ramirez,brian.ramirez24@yahoo.co.uk,+44-7971-869-9992,2020-05-29,Newcastle,England,wholesale
CUST-0207,David,Allen,david.allen46@outlook.com,072023912143,2022-01-16,Sheffield,England,premium
CUST-0208,Lisa,Smith,lisa.smith36@hotmail.com,+44-7556-467-6004,2020-12-25,Leicester,England,regular
CUST-0209,Kimberly,Moore,kimberly.moore94@gmail.com,+44-7137-664-5269,2020-10-31,Nottingham,England,premium
CUST-0210,Mark,Nguyen,mark.nguyen65@outlook.com,079689253717,2022-09-17,Nottingham,England,regular
CUST-0211,Mark,Peterson,mark.peterson67@yahoo.co.uk,07140-764-6309,2021-06-23,Reading,England,wholesale
CUST-0212,Jack,Thompson,jack.thompson67@gmail.com,+44 7357 485 4651,2020-10-11,Oxford,England,regular
CUST-0213,Sandra,Martinez,sandra.martinez47@yahoo.co.uk,+44-7593-791-8844,2020-11-26,Brighton,England,regular
CUST-0214,Ashley,Garcia,ashley.garcia6@icloud.com,+44 7686 250 1916,2023-05-27,Cambridge,England,premium
CUST-0215,Lisa,Lewis,lisa.lewis80@yahoo.co.uk,072718416614,2021-02-18,Bath,England,wholesale
CUST-0216,Rebecca,Martin,rebecca.martin5@icloud.com,+44-7717-652-1019,2022-01-28,Manchester,England,wholesale
CUST-0217,Shirley,Collins,shirley.collins45@hotmail.com,+44-7979-185-5641,2020-01-12,London,England,wholesale
CUST-0218,Benjamin,Thomas,benjamin.thomas53@outlook.com,07367-975-9783,2022-03-24,Edinburgh,Scotland,premium
CUST-0219,Sebastian,Morgan,sebastian.morgan74@outlook.com,+44 7452 892 7522,2022-03-31,Sheffield,England,wholesale
CUST-0220,Noah,Miller,noahmillerATgmail.com,+44 7193 943 3381,2022-03-31,Leicester,England,wholesale
CUST-0221,Benjamin,Torres,benjamin.torres82@yahoo.co.uk,073069709489,2023-10-12,Manchester,England,premium
CUST-0222,Donald,Smith,donald.smith46@hotmail.com,07115-854-2124,2024-07-28,Cardiff,Wales,regular
CUST-0223,Nicole,Harris,nicoleharrisATgmail.com,07615-401-6570,2024-07-23,Reading,England,premium
CUST-0224,Lucas,Carter,lucas.carter88@hotmail.com,07169-491-4610,2021-12-24,Bath,England,wholesale
CUST-0225,Mary,King,mary.king10@outlook.com,+44-7864-799-4115,2021-04-25,Glasgow,Scotland,premium
CUST-0226,Anthony,Robinson,anthony.robinson14@yahoo.co.uk,+44-7480-735-6167,2024-12-09,Reading,England,premium
CUST-0227,Alexander,White,alexander.white97@yahoo.co.uk,076389187933,2020-09-03,Bath,England,premium
CUST-0228,  Kenneth ,Johnson,kenneth.johnson47@outlook.com,072916615306,2021-03-07,Brighton,England,wholesale
CUST-0229,Melissa,Campbell,melissa.campbell74@yahoo.co.uk,+44-7300-249-3450,2020-12-27,Brighton,England,premium
CUST-0230,Sarah,Green,sarah.green7@icloud.com,07587-959-2577,2023-02-21,York,England,premium
CUST-0231,Brian,Williams,brian.williams26@icloud.com,+44 7690 689 9821,2021-08-09,Oxford,England,wholesale
CUST-0232,Christopher,Perez,christopher.perez74@icloud.com,+44-7768-398-5382,2022-06-30,Nottingham,England,wholesale
CUST-0233,Emma,Morris,emmamorrisATgmail.com,+44-7205-197-2045,2020-02-23,Southampton,England,wholesale
CUST-0234,William,Wilson,william.wilson40@hotmail.com,07234-639-3795,2022-08-14,York,England,premium
CUST-0235,Sebastian,Stewart,sebastian.stewart77@icloud.com,+44-7652-332-2467,2022-04-24,Cardiff,Wales,regular
CUST-0236,  Joshua ,Johnson,joshua.johnson37@outlook.com,+44 7580 647 1136,2021-01-21,Brighton,England,wholesale
CUST-0237,Sharon,Phillips,sharon.phillips29@hotmail.com,07882-919-5454,2024-10-13,Birmingham,England,regular
CUST-0238,Sarah,Nguyen,sarah.nguyen63@icloud.com,+44-7388-375-3048,2021-04-21,Birmingham,England,regular
CUST-0239,Mary,Cooper,mary.cooper48@hotmail.com,074381823393,2024-09-19,Cardiff,Wales,premium
CUST-0240,Mary,Thomas,mary.thomas32@hotmail.com,07633-781-4415,2024-01-31,Manchester,England,wholesale
